timestamp,wrist,activity,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
2017-07-16 15:14:39.689498007,1,0,-0.2502,-0.2876,-0.6369,0.6345,-1.8648,-2.6885
2017-07-16 15:14:39.889612972,1,0,-0.1961,-1.11,-0.0973,-1.7458,0.1731,2.356
2017-07-16 15:14:40.289497017,1,0,-0.3872,-0.8935,-0.3167,1.9686,-0.421,-3.9466
2017-07-16 15:14:40.489500999,1,0,-0.4472,-1.1145,-0.1969,0.327,-2.8042,-1.2657
2017-07-16 15:14:40.689527988,1,0,-0.5159,-0.7473,-0.3526,0.4921,1.2639,0.4213
2017-07-16 15:14:40.889694988,1,0,-0.3538,-1.2414,-0.2449,-0.8474,0.4503,1.1563
2017-07-16 15:14:40.895090100,1,0,-0.2797,-0.4879,-0.1212,-0.0965,0.3154,1.2192
2017-07-16 15:14:41.289551973,1,0,-0.2415,-0.735,-0.1966,-0.7707,0.0943,1.6146
2017-07-16 15:14:41.489516973,1,0,-0.3238,-0.6712,-0.2296,0.558,-0.285,-1.272
2017-07-16 15:14:41.689502000,1,0,-0.377,-1.1594,-0.2743,1.4539,0.5948,-2.1405
2017-07-16 15:14:41.889558017,1,0,-0.4347,-0.8044,-0.1853,-0.0327,-3.0308,-0.251
2017-07-16 15:14:41.896310210,1,0,-0.5725,-1.2128,-0.0942,-0.4218,1.9698,1.8837
2017-07-16 15:14:42.289502024,1,0,-0.4149,-1.1127,-0.2511,-1.2516,-0.2758,0.8541
2017-07-16 15:14:42.489584982,1,0,-0.3286,-1.0888,-0.1416,-1.1263,0.778,2.0525
2017-07-16 15:14:42.689752995,1,0,-0.2839,-0.5926,-0.1086,-0.3077,-0.3607,0.9014
2017-07-16 15:14:42.889501988,1,0,-0.5123,-1.1151,-0.2311,1.9319,0.5485,-2.9136
2017-07-16 15:14:42.894989960,1,0,-0.3652,-0.8653,-0.3648,0.4161,1.4068,0.4271
2017-07-16 15:14:43.289613008,1,0,-0.5482,-0.7031,-0.2811,0.3543,-0.0287,-0.3224
2017-07-16 15:14:43.489789009,1,0,-0.3708,-1.2851,-0.2864,-0.5839,0.6836,0.8945
2017-07-16 15:14:43.689490973,1,0,-0.5521,-1.3488,-0.1085,-1.2902,1.7284,1.7189
2017-07-16 15:14:43.889500975,1,0,-0.2367,-0.7889,-0.0697,-0.888,-0.3396,2.2629
2017-07-16 15:14:43.895980000,1,0,-0.3377,-1.1257,-0.2602,0.7049,-1.1861,-1.0265
2017-07-16 15:14:44.289494991,1,0,-0.3413,-1.4114,-0.2194,1.2319,0.2681,-2.1097
2017-07-16 15:14:44.489503026,1,0,-0.5843,-0.7272,-0.094,0.1038,-2.1301,-0.7375
2017-07-16 15:14:44.689644992,1,0,-0.3985,-1.0206,-0.3634,0.3616,1.3899,0.4945
2017-07-16 15:14:44.889500021,1,0,-0.4644,-1.113,-0.2041,-0.9815,0.1724,1.4178
2017-07-16 15:14:44.894950030,1,0,-0.3538,-0.6706,-0.1851,0.866,0.4507,-1.6714
2017-07-16 15:14:45.290081024,1,0,-0.2785,-0.6083,-0.0845,0.0055,-0.2358,-0.3971
2017-07-16 15:14:45.489621996,1,0,-0.4041,-1.2465,-0.295,1.7543,0.4554,-2.944
2017-07-16 15:14:45.689481973,1,0,-0.2786,-0.8308,-0.1841,0.2277,-3.449,-0.5088
2017-07-16 15:14:45.889594972,1,0,-0.4468,-0.9362,-0.3756,0.6465,1.9778,-0.1631
2017-07-16 15:14:45.895100230,1,0,-0.2639,-0.9432,-0.0839,-1.0144,0.6694,2.3351
2017-07-16 15:14:46.289583981,1,0,-0.349,-1.0972,-0.0682,-0.9387,1.5753,1.9286
2017-07-16 15:14:46.489504992,1,0,-0.2827,-0.6348,-0.0882,-0.2152,-0.1378,0.8337
2017-07-16 15:14:46.689495027,1,0,-0.3534,-1.0164,-0.3148,2.0073,0.4045,-2.2876
2017-07-16 15:14:46.889494001,1,0,-0.193,-0.9297,-0.2825,0.2374,-2.9817,-0.5776
2017-07-16 15:14:46.894970290,1,0,-0.3974,-0.9865,-0.241,-1.0909,-0.4771,1.2962
2017-07-16 15:14:47.290050029,1,0,-0.3754,-1.2159,-0.2972,-0.8806,-0.239,0.9039
2017-07-16 15:14:47.489778995,1,0,-0.2747,-1.0311,-0.1288,-1.1937,1.2623,1.7211
2017-07-16 15:14:47.689629971,1,0,-0.2446,-0.6629,-0.1052,-0.8902,-0.0951,1.4458
2017-07-16 15:14:47.889508008,1,0,-0.4043,-0.9623,-0.2963,1.6206,0.1909,-2.3867
2017-07-16 15:14:47.895239710,1,0,-0.4493,-0.8093,-0.2946,0.4901,0.8962,-0.3787
2017-07-16 15:14:48.289471983,1,0,-0.4829,-0.7819,-0.3062,0.538,0.9591,-0.9651
