timestamp,wrist,activity,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
2017-07-01 16:05:50.857577979,0,0,0.179,-0.9651,-0.1245,-0.829,1.1505,-0.4106
2017-07-01 16:05:51.257517993,0,0,0.517,-1.1844,-0.2783,-0.8124,-2.1487,-1.3304
2017-07-01 16:05:51.457855999,0,0,0.2909,-0.8824,-0.0385,-1.6758,-0.1134,-1.4965
2017-07-01 16:05:51.575439920,0,0,0.5407,-1.046,-0.4055,0.1573,-0.3674,0.1964
2017-07-01 16:05:51.656789004,0,0,0.313,-0.8957,-0.0214,-0.0705,0.9149,-0.0944
2017-07-01 16:05:51.857578992,0,0,0.3387,-1.1201,-0.1666,1.3327,0.7254,2.1526
2017-07-01 16:05:52.257620990,0,0,0.4539,-1.2607,-0.3232,-0.6831,-0.4952,-0.0285
2017-07-01 16:05:52.457504987,0,0,0.4959,-1.178,-0.1174,-1.3127,-1.4216,-2.0873
2017-07-01 16:05:52.574920170,0,0,0.406,-0.8765,-0.3289,1.0324,-0.1841,1.0525
2017-07-01 16:05:52.657012999,0,0,0.279,-0.8634,0.0011,-1.0523,-0.3074,-1.9993
2017-07-01 16:05:52.857347011,0,0,0.3836,-0.8626,-0.1513,0.3349,1.1427,1.7616
2017-07-01 16:05:53.256904006,0,0,0.5355,-0.7724,-0.25,0.1775,1.2083,0.4229
2017-07-01 16:05:53.457562029,0,0,0.5427,-1.1383,-0.2914,-0.279,0.3432,-0.3709
2017-07-01 16:05:53.567550060,0,0,0.8304,-1.3112,-0.3836,0.9613,-0.986,2.503
2017-07-01 16:05:53.656883001,0,0,0.353,-1.1428,-0.1025,-1.0594,-0.6052,-2.4779
2017-07-01 16:05:53.857645988,0,0,0.2734,-0.7362,-0.0063,-0.5358,-0.9674,-0.9785
2017-07-01 16:05:54.258095979,0,0,0.3353,-0.9608,-0.1866,0.5634,0.8761,1.3408
