timestamp,wrist,activity,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
2017-07-01 16:55:29.523257970,0,0,0.203,-1.0963,-0.2511,-0.5792,0.4705,-0.4826
2017-07-01 16:55:29.723285019,0,0,0.1801,-0.8598,-0.175,0.7021,1.0533,1.0393
2017-07-01 16:55:29.923241019,0,0,0.4394,-0.7669,-0.4128,0.3194,-0.0556,0.4793
2017-07-01 16:55:30.123790979,0,0,0.3331,-1.3417,-0.2623,-0.9488,0.3179,-1.5322
2017-07-01 16:55:30.322556018,0,0,0.2775,-0.903,-0.0869,-0.6241,-0.7429,-1.9432
2017-07-01 16:55:30.523244976,0,0,0.2718,-0.8356,-0.0276,0.0114,0.0387,0.0897
2017-07-01 16:55:30.723367989,0,0,0.2511,-1.1077,-0.3057,1.1087,0.6378,2.0781
2017-07-01 16:55:30.923219978,0,0,0.3394,-0.6599,-0.2242,0.4095,0.6065,0.3593
2017-07-01 16:55:31.123314023,0,0,0.3898,-1.2009,-0.3605,-0.134,-0.4989,-0.2672
2017-07-01 16:55:31.322556972,0,0,0.5528,-1.0874,-0.17,-0.4593,-1.5566,-0.4407
2017-07-01 16:55:31.523241996,0,0,0.1886,-0.8226,-0.0105,-0.9452,0.2103,-1.9614
2017-07-01 16:55:31.723330020,0,0,0.2492,-0.821,-0.1506,0.2818,-0.507,0.1093
2017-07-01 16:55:31.923223018,0,0,0.3697,-1.3197,-0.3076,1.0617,0.1134,2.2435
2017-07-01 16:55:32.123251974,0,0,0.2928,-0.6891,-0.2094,0.408,0.9911,0.2087
2017-07-01 16:55:32.322497010,0,0,0.3546,-1.1314,-0.4311,-0.1902,-1.2833,-0.3001
2017-07-01 16:55:32.523288011,0,0,0.3867,-1.2262,-0.1865,-0.9813,-1.0455,-1.2464
2017-07-01 16:55:32.723245978,0,0,0.251,-0.7253,-0.0509,-0.8957,-0.3127,-1.8566
2017-07-01 16:55:32.923326015,0,0,0.3421,-1.0354,-0.2463,0.6045,0.7109,1.7858
2017-07-01 16:55:33.123372018,0,0,0.228,-1.1188,-0.1957,0.7615,0.1109,1.5271
2017-07-01 16:55:33.322476983,0,0,0.422,-0.6637,-0.2435,0.3018,0.3986,0.4749
2017-07-01 16:55:33.523379981,0,0,0.3152,-1.3932,-0.3803,-0.7063,0.5506,-1.239
2017-07-01 16:55:33.723410010,0,0,0.4034,-1.0354,-0.114,-0.6326,-1.3242,-0.5057
2017-07-01 16:55:33.923258006,0,0,0.1885,-0.8794,-0.0323,-0.6807,0.5176,-1.7095
2017-07-01 16:55:34.123215973,0,0,0.3818,-1.008,-0.3181,1.3602,0.1648,2.6307
2017-07-01 16:55:34.322466015,0,0,0.1336,-0.9652,-0.1991,0.4026,1.1026,0.5271
2017-07-01 16:55:34.523308992,0,0,0.3922,-0.6805,-0.3441,0.0558,0.6061,0.2575
2017-07-01 16:55:34.723340988,0,0,0.3701,-1.2892,-0.2117,-0.5394,-0.1679,-0.8518
2017-07-01 16:55:34.922500014,0,0,0.4005,-1.0272,-0.0918,-0.1747,-1.6186,-1.3491
2017-07-01 16:55:35.123311996,0,0,0.2203,-0.7514,-0.0412,0.0548,-0.2683,-0.202
2017-07-01 16:55:35.322485029,0,0,0.3268,-1.2499,-0.195,0.6903,0.8617,2.0516
2017-07-01 16:55:35.523386001,0,0,0.2455,-1.0326,-0.1849,-0.0456,0.416,-0.018
2017-07-01 16:55:35.723420977,0,0,0.2653,-0.8206,-0.2544,0.0431,-0.1789,-0.1895
2017-07-01 16:55:35.923246026,0,0,0.2112,-1.042,-0.2466,-0.1183,-0.0189,-0.1398
2017-07-01 16:55:36.123320996,0,0,0.3694,-0.8096,-0.2269,0.1086,-1.4879,-0.0728
2017-07-01 16:55:36.322852015,0,0,0.2404,-0.9416,-0.1152,-0.5907,-0.2033,-1.4116
2017-07-01 16:55:36.523491978,0,0,0.2183,-0.976,-0.2047,-0.2497,-0.4399,-0.3082
2017-07-01 16:55:36.723230004,0,0,0.2041,-0.8465,-0.2483,0.2741,0.1983,1.4682
2017-07-01 16:55:36.923245012,0,0,0.3655,-0.8092,-0.2628,0.2386,0.7077,0.4237
2017-07-01 16:55:37.123248994,0,0,0.2876,-0.8601,-0.3732,0.3806,0.0408,0.0822
2017-07-01 16:55:37.322528004,0,0,0.3362,-1.2845,-0.2658,-0.2956,-0.8813,-0.1905
2017-07-01 16:55:37.523226976,0,0,0.2868,-1.0843,-0.0141,-0.6166,-0.9909,-0.6519
2017-07-01 16:55:37.723282992,0,0,0.281,-0.8851,-0.0627,-0.2384,-0.0423,-1.4399
2017-07-01 16:55:37.923237025,0,0,0.2748,-0.892,-0.2335,0.5512,-0.2126,0.7416
2017-07-01 16:55:38.123223006,0,0,0.3008,-0.8958,-0.2628,0.5398,-0.1985,1.1333
2017-07-01 16:55:38.322471976,0,0,0.3251,-0.944,-0.2411,-0.1147,0.6483,0.1398
2017-07-01 16:55:38.523230016,0,0,0.2671,-0.908,-0.2592,0.0255,-0.1229,-0.3773
2017-07-01 16:55:38.723387002,0,0,0.3651,-0.9582,-0.2067,0.0787,-0.3924,-0.8823
2017-07-01 16:55:38.923283994,0,0,0.1399,-0.9166,-0.0992,0.2444,-2.2316,-0.5095
