timestamp,wrist,activity,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
2017-07-17 16:18:39.296988010,0,0,0.4656,-0.8211,-0.2115,0.7167,0.1876,1.3526
2017-07-17 16:18:39.496932983,0,0,0.557,-1.0985,-0.3679,-0.1423,-0.1407,-0.6426
2017-07-17 16:18:39.697265028,0,0,0.2599,-0.8434,-0.0504,-1.0544,-0.269,-2.0935
2017-07-17 16:18:39.896972000,0,0,0.2828,-0.894,0.1044,-0.8674,0.1241,-1.0104
2017-07-17 16:18:39.970739720,0,0,-0.7184,-0.097,-0.7121,-0.2137,0.2185,-0.0859
2017-07-17 16:18:40.297137022,0,0,0.1905,-0.7614,-0.045,-0.0737,4.4631,1.3168
2017-07-17 16:18:40.496971011,0,0,0.5023,-1.213,-0.2021,0.4471,-0.4373,0.8891
2017-07-17 16:18:40.696938991,0,0,0.3722,-1.2654,-0.0557,-1.0684,-1.2327,-1.4649
2017-07-17 16:18:40.896982014,0,0,0.3353,-0.9088,0.0409,-0.8256,-0.7773,-1.9645
2017-07-17 16:18:40.970799920,0,0,0.4814,-0.9592,-0.0982,1.3599,-1.3239,1.9321
2017-07-17 16:18:41.296935021,0,0,0.0686,-0.9916,0.0154,0.6122,0.6016,1.1238
2017-07-17 16:18:41.496940016,0,0,0.4589,-0.748,-0.1283,0.7337,-0.4019,1.5885
2017-07-17 16:18:41.697189986,0,0,0.4267,-1.063,-0.211,-0.5506,-1.2471,-0.8793
2017-07-17 16:18:41.896287977,0,0,0.2913,-0.8195,-0.1039,-1.3176,0.7949,-2.5653
2017-07-17 16:18:41.969380140,0,0,0.3923,-1.1811,0.0223,0.2255,0.8235,0.9699
2017-07-17 16:18:42.295966029,0,0,0.4025,-1.1166,-0.1239,1.0274,-1.1879,2.0168
2017-07-17 16:18:42.497116982,0,0,0.2245,-0.6737,-0.1707,0.3936,2.2287,1.6794
2017-07-17 16:18:42.696946978,0,0,0.541,-1.2683,-0.307,0.3646,-0.1572,0.4501
2017-07-17 16:18:42.897192001,0,0,0.4222,-1.287,-0.1154,-0.8626,-1.8883,-1.9636
2017-07-17 16:18:42.972980260,0,0,0.2868,-0.8773,0.0369,-0.5379,0.1585,-0.4763
2017-07-17 16:18:43.296682000,0,0,0.4356,-0.9732,-0.0531,0.5155,0.6645,1.7077
2017-07-17 16:18:43.496061980,0,0,0.117,-1.1413,-0.0085,1.2548,-0.5245,1.9665
2017-07-17 16:18:43.696974992,0,0,0.4757,-0.7585,-0.1607,0.4336,0.7629,1.3566
2017-07-17 16:18:43.897059977,0,0,0.5024,-1.4458,-0.2727,-0.3457,0.5433,-0.8811
2017-07-17 16:18:43.971189730,0,0,0.2717,-0.7927,0.0365,-1.1604,-0.0621,-2.7904
2017-07-17 16:18:44.296945989,0,0,0.2569,-0.9033,0.0724,-1.159,0.5158,-1.7452
2017-07-17 16:18:44.497178018,0,0,0.4364,-0.9547,-0.2001,1.408,-1.0146,1.9783
2017-07-17 16:18:44.696950018,0,0,0.236,-0.8055,-0.1722,0.4498,3.1578,1.5808
2017-07-17 16:18:44.896929979,0,0,0.4753,-1.0472,-0.2756,0.8919,-1.0678,1.2104
2017-07-17 16:18:44.973430270,0,0,0.3512,-1.1459,-0.0536,-1.3929,-1.2195,-1.8724
2017-07-17 16:18:45.296932995,0,0,0.2874,-0.8735,-0.0062,-1.4528,0.5492,-2.7195
2017-07-17 16:18:45.496927976,0,0,0.2935,-0.9168,0.0506,-0.2285,0.1367,-0.3538
2017-07-17 16:18:45.697189986,0,0,0.3986,-1.2158,-0.1909,1.3474,-1.5543,2.5335
2017-07-17 16:18:45.896947026,0,0,0.4285,-0.797,-0.1237,0.611,1.3994,1.8022
2017-07-17 16:18:45.969259730,0,0,0.5067,-1.0817,-0.2777,-0.4933,-1.8163,-1.3478
2017-07-17 16:18:46.297217011,0,0,0.333,-1.1065,-0.0615,-1.3151,0.4142,-2.3948
2017-07-17 16:18:46.497107982,0,0,0.2646,-0.8258,0.0325,-0.7102,-0.7639,-1.7534
2017-07-17 16:18:46.696931004,0,0,0.4289,-1.1372,-0.0727,0.8093,0.1353,2.2479
2017-07-17 16:18:46.896929979,0,0,0.2224,-0.7325,-0.1527,0.9753,1.1632,1.1141
2017-07-17 16:18:46.969589940,0,0,0.4306,-1.3388,-0.2777,0.1421,0.1226,-0.3923
2017-07-17 16:18:47.296934008,0,0,0.5047,-1.2316,-0.2946,-1.1666,-0.5994,-1.373
2017-07-17 16:18:47.496926009,0,0,0.3267,-0.8083,-0.0071,-0.9237,-0.7091,-2.25
2017-07-17 16:18:47.697080016,0,0,0.3246,-1.0935,0.0298,-0.2545,1.1326,0.1553
2017-07-17 16:18:47.896993994,0,0,0.1974,-1.0602,-0.0405,1.0985,-1.6297,1.3945
2017-07-17 16:18:47.969330070,0,0,0.4684,-1.014,-0.3543,0.6279,-0.4567,1.0887
2017-07-17 16:18:48.297120988,0,0,0.3707,-1.3025,-0.2889,-0.2102,0.1639,-0.1841
2017-07-17 16:18:48.496990978,0,0,0.3379,-1.2416,-0.0607,-1.4855,-0.5496,-1.2033
