timestamp,wrist,activity,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
2017-07-01 18:21:18.272934019,0,1,0.33,0.2757,-0.5699,-0.6995,-0.2653,-2.35
2017-07-01 18:21:18.472994029,0,1,1.1794,-1.2658,-1.6603,1.5286,-0.8409,3.2504
2017-07-01 18:21:18.672959029,0,1,0.3672,0.3449,-0.5982,-0.4491,0.8347,1.0198
2017-07-01 18:21:18.872956991,0,1,1.8011,-0.936,-1.5408,0.3631,-2.8992,-2.1361
2017-07-01 18:21:19.272916972,0,1,0.2065,-0.7422,-0.3789,0.4945,0.7839,2.8721
2017-07-01 18:21:19.472913980,0,1,0.7391,-0.2122,-0.9517,-0.3158,1.8363,1.8074
2017-07-01 18:21:19.673013985,0,1,0.3401,0.2175,-0.457,-0.6486,-0.218,-2.2864
2017-07-01 18:21:19.722249740,0,1,0.4804,-0.6441,-0.5304,0.1385,0.2092,-1.1987
2017-07-01 18:21:19.872972011,0,1,0.5331,-0.7871,-1.0155,-1.0957,0.6536,-2.3201
2017-07-01 18:21:20.272997975,0,1,0.8034,-1.259,-1.6559,0.8638,-0.1241,2.0806
2017-07-01 18:21:20.473088979,0,1,0.1626,0.5016,-0.4563,-0.9619,0.6169,0.637
2017-07-01 18:21:20.672908008,0,1,1.7104,-1.0295,-1.7153,-0.3586,-2.8205,-1.7388
2017-07-01 18:21:20.721529720,0,1,-0.0384,-0.2732,0.0019,0.4863,0.4184,0.817
2017-07-01 18:21:20.872919023,0,1,0.2146,-0.3153,-0.2466,0.7574,0.0761,-1.2706
2017-07-01 18:21:21.272924005,0,1,0.8423,0.075,-0.902,-0.1129,2.2396,2.3281
2017-07-01 18:21:21.473065972,0,1,0.4684,0.2638,-0.6541,-1.0421,0.6278,-2.2134
2017-07-01 18:21:21.672918021,0,1,0.5086,-0.5896,-0.8482,-1.0548,2.146,-2.7118
2017-07-01 18:21:21.721639990,0,1,0.4506,-0.7246,-0.6738,0.9105,0.461,2.622
2017-07-01 18:21:21.872918009,0,1,0.0636,-0.5545,-0.0044,0.2936,-0.1037,1.0604
2017-07-01 18:21:22.272984027,0,1,0.0577,0.5158,-0.4617,-0.8715,0.8598,-0.7495
2017-07-01 18:21:22.472998023,0,1,1.2332,-1.0348,-1.7963,-1.2587,-0.5551,-2.3497
2017-07-01 18:21:22.673072993,0,1,0.0075,-0.3004,-0.2199,0.6664,-0.3226,-0.5325
2017-07-01 18:21:22.721600050,0,1,0.7146,-0.8415,-1.6758,0.3332,2.3456,1.9487
2017-07-01 18:21:22.872934997,0,1,0.8095,-0.8793,-1.135,1.316,-0.4649,3.3989
2017-07-01 18:21:23.273468017,0,1,0.5911,0.3198,-0.8558,-0.4834,-1.1634,-1.7937
