timestamp,wrist,activity,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
2017-07-16 15:05:21.309363007,1,0,0.6386,0.0375,-0.7398,0.23,-0.1755,-0.3625
2017-07-16 15:05:21.509154021,1,0,-0.4127,-0.9685,-0.5596,-0.1332,2.4736,0.2111
2017-07-16 15:05:21.708908021,1,0,-0.4628,-1.6222,-0.2531,-3.3348,-2.4052,1.2953
2017-07-16 15:05:21.909421026,1,0,-0.3457,-0.7898,-0.0683,-0.91,1.2833,2.1431
2017-07-16 15:05:22.109189987,1,0,-0.2009,-0.4433,-0.197,0.1818,-0.4711,-0.2372
2017-07-16 15:05:22.309107005,1,0,-0.4949,-1.499,-0.456,2.7096,1.7753,-2.1218
2017-07-16 15:05:22.508989989,1,0,-0.6246,-0.6561,-0.3674,0.5839,-2.2567,-0.6672
2017-07-16 15:05:22.709124028,1,0,-0.0493,-0.828,-0.3911,-0.7341,0.2493,0.6059
2017-07-16 15:05:22.909443974,1,0,-0.3752,-1.4228,-0.2523,-1.8,0.5694,1.2695
2017-07-16 15:05:23.109093010,1,0,-0.2488,-0.6654,-0.1019,-1.0789,0.4459,1.5462
2017-07-16 15:05:23.309211015,1,0,-0.2733,-0.4522,-0.2772,0.4547,-0.8585,-1.0903
2017-07-16 15:05:23.509028971,1,0,-0.4081,-1.5482,-0.2705,1.6821,2.0113,-0.6879
2017-07-16 15:05:23.709192991,1,0,-0.5726,-0.6603,-0.3223,0.7612,-0.2858,-0.7501
2017-07-16 15:05:23.909220993,1,0,-0.1123,-1.0558,-0.3776,-1.3463,-0.325,0.8978
2017-07-16 15:05:24.109345018,1,0,-0.3314,-1.3141,-0.1928,-1.429,0.628,1.289
2017-07-16 15:05:24.309225976,1,0,-0.1936,-0.6586,-0.1086,-0.743,0.7697,1.0611
2017-07-16 15:05:24.509245991,1,0,-0.2888,-0.6798,-0.1848,0.2566,-1.0383,-0.9196
2017-07-16 15:05:24.709070026,1,0,-0.3756,-1.4557,-0.3075,1.5267,1.1709,-1.8228
