timestamp,wrist,activity,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
2017-07-01 16:47:20.624556005,0,0,0.3951,-1.1758,-0.3155,-0.2949,-0.3467,-0.2681
2017-07-01 16:47:20.823621988,0,0,0.4457,-1.0737,-0.1888,0.4109,0.1238,0.7852
2017-07-01 16:47:21.223608016,0,0,0.3673,-1.0563,-0.3956,0.3315,-0.5882,0.4796
2017-07-01 16:47:21.235430000,0,0,0.3855,-0.9804,-0.252,1.0829,-0.733,1.7444
2017-07-01 16:47:21.422792017,0,0,0.4527,-1.2484,-0.1991,-0.967,0.4516,-1.3417
2017-07-01 16:47:21.623588025,0,0,0.3705,-0.7072,-0.1026,-0.4219,-0.7767,-2.1682
2017-07-01 16:47:21.823632001,0,0,0.318,-1.1028,-0.1265,0.5693,1.3295,1.6682
2017-07-01 16:47:22.223544001,0,0,0.4554,-0.8108,-0.3245,0.1826,0.6131,0.4182
2017-07-01 16:47:22.235419860,0,0,0.1439,-0.9042,-0.0726,1.5358,-1.7422,1.421
2017-07-01 16:47:22.422957003,0,0,0.3354,-1.432,-0.1896,-1.242,0.4344,-0.6882
2017-07-01 16:47:22.623686015,0,0,0.3498,-0.6321,-0.0628,-1.3311,0.28,-2.6231
2017-07-01 16:47:22.823553025,0,0,0.3383,-0.8216,-0.1071,0.4857,0.429,1.0684
2017-07-01 16:47:23.223715007,0,0,0.4102,-0.6735,-0.3265,0.369,-0.1461,0.1536
2017-07-01 16:47:23.235339990,0,0,0.3775,-1.3698,-0.2016,0.9788,0.5025,1.9494
2017-07-01 16:47:23.422788977,0,0,0.4248,-1.1798,-0.3203,-0.6657,-0.9525,-0.7065
2017-07-01 16:47:23.623571991,0,0,0.2352,-0.7449,-0.0791,-1.3652,0.3639,-2.2171
2017-07-01 16:47:23.823520004,0,0,0.321,-0.8611,-0.0954,-0.2133,-0.1141,-0.1807
2017-07-01 16:47:24.223532974,0,0,0.3329,-0.6565,-0.1845,0.5373,0.7733,0.752
2017-07-01 16:47:24.235840080,0,0,0.3467,-1.1969,-0.3886,1.2313,0.4624,2.1196
2017-07-01 16:47:24.422782003,0,0,0.3945,-1.4108,-0.3434,-0.2959,0.6531,-0.3557
2017-07-01 16:47:24.623540997,0,0,0.4332,-0.8638,-0.1552,-0.6676,-0.4848,-1.9469
2017-07-01 16:47:24.823646008,0,0,0.2363,-0.8036,-0.0108,-0.576,-0.7124,-0.9181
2017-07-01 16:47:25.222968995,0,0,0.549,-0.6207,-0.3128,0.4973,0.1215,0.7527
2017-07-01 16:47:25.235440130,0,0,0.4139,-0.9996,-0.3207,1.2101,-0.0093,2.2594
2017-07-01 16:47:25.422779023,0,0,0.42,-1.1534,-0.3893,0.2201,0.4521,0.4839
2017-07-01 16:47:25.623537003,0,0,0.3665,-0.9022,-0.1875,-1.1375,0.2491,-1.5772
2017-07-01 16:47:25.823570013,0,0,0.2712,-0.7607,-0.0584,-0.9283,-0.6503,-1.6295
2017-07-01 16:47:26.223648011,0,0,0.1658,-0.6196,-0.1646,0.4441,1.4185,0.6422
2017-07-01 16:47:26.235919950,0,0,0.4701,-1.016,-0.2854,1.0387,0.0341,2.4447
2017-07-01 16:47:26.422856986,0,0,0.5091,-1.1221,-0.4182,0.2905,-0.1607,0.6787
2017-07-01 16:47:26.623647987,0,0,0.5155,-1.1556,-0.2132,-0.4922,-1.8831,-1.2677
2017-07-01 16:47:26.823719978,0,0,0.2667,-0.7786,-0.0098,-1.2726,0.0713,-1.809
2017-07-01 16:47:27.223538994,0,0,0.1773,-0.8874,-0.1659,0.9286,-0.2212,0.6209
2017-07-01 16:47:27.235450260,0,0,0.4843,-1.1771,-0.1279,0.8064,0.0766,1.6482
2017-07-01 16:47:27.422967970,0,0,0.42,-0.7296,-0.3685,0.5107,-1.1413,0.7138
2017-07-01 16:47:27.623804986,0,0,0.45,-1.0402,-0.176,-0.8914,-0.8666,-1.5982
2017-07-01 16:47:27.823611974,0,0,0.3438,-0.8041,0.0713,-1.0285,-1.4204,-1.5364
2017-07-01 16:47:28.223524987,0,0,0.2827,-1.238,-0.1349,1.9829,-0.9147,0.7482
2017-07-01 16:47:28.235199920,0,0,0.4108,-0.9764,0.0609,0.5995,0.3343,0.1788
2017-07-01 16:47:28.422774970,0,0,0.2558,-0.7387,-0.2831,1.3488,-1.5387,0.5115
2017-07-01 16:47:28.623628020,0,0,0.3868,-1.2976,-0.27,-1.1021,0.9465,0.1484
2017-07-01 16:47:28.823531985,0,0,0.3755,-0.9851,-0.0788,-1.3637,-0.7632,-2.2673
2017-07-01 16:47:29.223528027,0,0,0.5889,-0.9071,-0.4685,2.0359,-1.3432,2.4055
2017-07-01 16:47:29.235189790,0,0,0.2218,-0.8664,0.1271,-1.1505,0.8136,-1.1213
2017-07-01 16:47:29.422776997,0,0,0.4039,-0.6588,-0.3226,1.496,-0.6425,0.9785
2017-07-01 16:47:29.623593986,0,0,0.4316,-1.2801,-0.3452,-0.2476,-0.4448,0.2928
2017-07-01 16:47:29.823764979,0,0,0.5005,-1.1509,-0.0931,-1.6606,-0.8545,-1.2203
2017-07-01 16:47:30.223520994,0,0,0.4475,-0.8992,-0.263,1.7862,-0.735,1.4552
2017-07-01 16:47:30.236129760,0,0,0.2738,-0.7623,0.0705,-1.2933,0.2294,-1.6292
2017-07-01 16:47:30.422783017,0,0,0.2806,-0.7068,-0.2347,1.1726,0.9003,0.5645
2017-07-01 16:47:30.623574972,0,0,0.3612,-1.2047,-0.4531,1.1129,-2.0622,0.6061
2017-07-01 16:47:30.823605000,0,0,0.4547,-1.2955,-0.1963,-1.523,0.2209,-0.2331
2017-07-01 16:47:31.223514974,0,0,0.377,-0.914,-0.1504,0.1275,0.715,0.6467
2017-07-01 16:47:31.235360260,0,0,0.3106,-0.7751,-0.0547,-1.7249,0.4156,-2.3846
2017-07-01 16:47:57.290494024,0,0,0.2163,-0.9207,-0.1785,0.7047,0.8192,1.7802
2017-07-01 16:47:57.490522027,0,0,0.3077,-1.1338,-0.2135,0.2156,1.4033,1.505
2017-07-01 16:47:57.690626025,0,0,0.4234,-0.6939,-0.2504,0.3855,-0.7621,0.2991
2017-07-01 16:47:57.891242980,0,0,0.3985,-1.0568,-0.3107,-0.1378,0.1398,-0.4871
2017-07-01 16:47:58.290575027,0,0,0.2457,-0.8744,-0.0443,-0.0904,-1.6348,-1.5987
2017-07-01 16:47:58.491056025,0,0,0.3506,-0.7024,-0.1891,0.0124,1.123,0.8978
2017-07-01 16:47:58.690472006,0,0,0.5215,-1.1624,-0.2484,0.201,0.5507,1.9385
2017-07-01 16:47:58.890519022,0,0,0.314,-0.915,-0.0884,-0.332,0.7147,0.0165
2017-07-01 16:47:58.897970190,0,0,0.6091,-0.8941,-0.2255,-0.4085,0.0707,-0.9663
2017-07-01 16:47:59.290455996,0,0,0.5095,-1.0809,-0.1577,0.0991,-0.5225,-0.3177
2017-07-01 16:47:59.490607976,0,0,0.5477,-1.0677,-0.0948,0.1696,-2.446,-1.0719
2017-07-01 16:47:59.690464973,0,0,0.3142,-0.7693,-0.0954,-0.2448,-0.1873,-0.7333
2017-07-01 16:47:59.890461981,0,0,0.3872,-0.9305,-0.1803,0.4021,0.1406,1.5218
2017-07-01 16:47:59.897399780,0,0,0.1547,-0.7505,-0.1446,-0.349,0.8761,0.0006
2017-07-01 16:48:00.290727019,0,0,0.3799,-0.754,-0.2526,0.0443,0.2299,-0.2251
2017-07-01 16:48:00.490540027,0,0,0.2802,-0.8383,-0.2391,0.0128,-0.2359,-0.5669
2017-07-01 16:48:00.690481007,0,0,0.4131,-1.0656,-0.1806,0.025,0.0291,0.0972
2017-07-01 16:48:00.890582025,0,0,0.3397,-1.106,-0.1078,-0.5335,-0.1874,-1.1513
2017-07-01 16:48:00.897549980,0,0,0.3977,-0.8113,-0.3227,0.2726,0.2441,0.9246
2017-07-01 16:48:01.290462970,0,0,0.3706,-0.9319,-0.1792,0.4856,0.0601,1.7982
2017-07-01 16:48:01.490472972,0,0,0.4341,-0.7871,-0.3359,0.0593,0.1395,0.5569
2017-07-01 16:48:01.690485000,0,0,0.3617,-0.7635,-0.192,-0.1783,0.697,-0.3115
2017-07-01 16:48:01.890622019,0,0,0.2791,-0.876,-0.2213,0.1636,-0.3281,-0.4025
2017-07-01 16:48:01.897549980,0,0,0.3223,-0.7724,-0.1152,-0.2677,0.1481,-0.5799
2017-07-01 16:48:02.290611028,0,0,0.3364,-0.9306,-0.1137,-0.3626,-0.5281,-0.9935
2017-07-01 16:48:02.490656971,0,0,0.3288,-0.7626,-0.1456,0.0208,-0.1361,-0.0365
2017-07-01 16:48:02.690599977,0,0,0.3963,-1.1618,-0.2009,0.21,1.1983,1.4444
2017-07-01 16:48:02.890614986,0,0,0.2466,-1.0052,-0.1042,-0.3216,1.3531,0.0519
2017-07-01 16:48:02.897979730,0,0,0.4578,-0.9618,-0.2393,-0.0914,-0.342,0.0199
2017-07-01 16:48:03.290517985,0,0,0.3616,-1.056,-0.2862,0.1609,-0.2407,0.2629
2017-07-01 16:48:03.490377008,0,0,0.3712,-0.9151,-0.1462,-0.6233,-0.6658,-0.8826
2017-07-01 16:48:03.690488994,0,0,0.3255,-0.8774,-0.0732,-0.5406,-0.6209,-1.1373
2017-07-01 16:48:03.890487015,0,0,0.3269,-0.8253,-0.1244,0.1393,0.098,0.053
2017-07-01 16:48:03.897470110,0,0,0.2731,-0.7805,-0.1993,0.1024,0.4275,0.094
2017-07-01 16:48:04.290695011,0,0,0.3892,-0.8815,-0.25,0.1202,0.4583,-0.1982
2017-07-01 16:48:04.490467011,0,0,0.2944,-0.7962,-0.2126,-0.043,0.2549,-0.2488
2017-07-01 16:48:04.690523982,0,0,0.473,-1.1831,-0.2179,-0.148,0.1789,0.4272
2017-07-01 16:48:04.890491008,0,0,0.3438,-0.9931,-0.1047,-0.4727,-0.8568,-1.1277
2017-07-01 16:48:04.897979730,0,0,0.4143,-1.0074,-0.2235,0.5081,0.8388,1.9103
2017-07-01 16:48:05.290593981,0,0,0.4211,-1.0599,-0.2033,0.3361,0.5887,1.398
2017-07-01 16:48:05.490456998,0,0,0.277,-1.0765,-0.1062,0.5007,-1.1607,0.7489
2017-07-01 16:48:05.690485000,0,0,0.3819,-0.7156,-0.2637,0.1835,-0.0614,-0.1521
2017-07-01 16:48:05.890210986,0,0,0.3842,-1.071,-0.2803,0.0296,-0.6228,0.0471
2017-07-01 16:48:05.898810020,0,0,0.3167,-0.7787,-0.0973,-0.3766,-0.1722,-0.8949
2017-07-01 16:48:06.290480971,0,0,0.3293,-0.8338,-0.0571,-0.637,-0.425,-1.078
2017-07-01 16:48:06.490086019,0,0,0.3461,-0.8865,-0.1107,0.1631,0.4908,0.1544
2017-07-01 16:48:06.690483987,0,0,0.411,-1.0333,-0.2933,0.7776,0.6932,2.0456
2017-07-01 16:48:06.890649020,0,0,0.3547,-0.8889,-0.2447,-0.3071,1.0562,-0.1749
